Area,Course #,Section #,Course Title,Instructor / Teaching Team,Time,Location,Credits,Enroll Limits,Waitlist,Notes,Degree Requirement Note
ENGR,ENGR2110,03,Principles of Engineering,Faas; Hoover; Minch,TF 10:50-12:30pm,AC306,4,25,"Y, small",,Core Requirement
ENGR,ENGR2110,04,Principles of Engineering,Faas; Hoover; Minch,TF 10:50-12:30pm,AC309,4,25,"Y, small",,Core Requirement
"ENGR
Capstone",ENGR4190,01-13,SCOPE: Senior Capstone Program in Engineering,Coso Strong; Michalka; Sarang- Sieminski; Woodard,W 9-6pm,SCOPE Team Rooms,4,80,,"Enroll in '01 and team placements will be done in fall - also, don't forget to attend the info session during advising week.",
"ENGR
Capstone",ENGR4290,01,Affordable Design and Entrepreneurship,Hersey; Govindasamy; Mur-Miranda,T 3:30-6:30pm,AC213,4,15,"Y,
medium",,
ENTRP,AHSE2515,01,Special Topics in Entrpreneurship: Iterate,Neeley,MR 9-10:40am,AC318,2,12,"Y, large",SESSION I; may be taken multiple times,"ENTRP
Concentration Option"
ENTRP,AHSE2515A,01,Special Topics in Entrpreneurship: Iterate,Neeley,MR 9-10:40am,AC318,2,12,"Y, large",SESSION II; may be taken multiple times,"ENTRP
Concentration Option"
"FYR
Seminar",OIE1000,01,Olin Introductory Experience,Tatar,W 9-10:40am,"CC209, 211, 213",1,90,,,
FYR: AHS,AHSE1100,01,History of Technology: A Cultural & Contextual Approach,Martello,TF 10:50-12:30pm,CC209,4,18,,Reserved for First Years,AHS Foundation
FYR: AHS,AHSE1122,01,The Wired Ensemble,Dabby,W 3:20-5pm; F 10:50- 12:30pm,AC318; AC305,4,15,,Reserved for First Years,AHS Foundation
FYR: AHS,AHSE1135,01,"The Digital Eye: Photography, Vision, and Visual Communication",Donis-Keller,TF 10:50-12:30pm,AC313,4,14,,Reserved for First Years,AHS Foundation
Area,Course #,Section #,Course Title,Instructor / Teaching Team,Time,Location,Credits,Enroll Limits,Waitlist,Notes,Degree Requirement Note
FYR: AHS,AHSE1155,01,Identity from the Mind & Brain: Who Am I and How Do I Know,Adler,TF 9-10:40am,AC328,4,18,,Reserved for First Years,AHS Foundation
FYR: AHS,AHSE1155,02,Identity from the Mind & Brain: Who Am I and How Do I Know,Adler,TF 10:50-12:30pm,AC328,4,18,,Reserved for First Years,AHS Foundation
FYR: AHS,AHSE1199,01,AHS Foundation Topic:  From Dirt to Shirt,Lynch,TF 10:50-12:30pm,AC128,4,18,,Reserved for First Years,AHS Foundation
FYR: DSN,ENGR1200,01,Design Nature,Chachra; Sauder; Hoover; Koff,MR 9:50-12:30pm,AC204; MH120,4,32,"Y, small",,Core Requirement
FYR: DSN,ENGR1200,02,Design Nature,Chachra; Sauder; Hoover; Koff,MR 9:50-12:30pm,AC206; MH120,4,32,"Y, small",,Core Requirement
FYR: DSN,ENGR1200,03,Design Nature,Chachra; Sauder; Hoover; Koff,MR 9:50-12:30pm,AC209; MH120,4,32,"Y, small",,Core Requirement
FYR: ENGR,ENGR1125,01,"Introduction to Sensors, Instrumentation and Measurement",Dusek; Hill; Michalka; Storey,"M 1:30-3:10pm; T 1-
3:10pm",Mondays in MH120; AC428,4,24,,,Core Requirement
FYR: ENGR,ENGR1125,02,"Introduction to Sensors, Instrumentation and Measurement",Dusek; Hill; Michalka; Storey,"M 1:30-3:10pm; W 1-
3:10pm",Mondays in MH120; AC428,4,24,,,Core Requirement
FYR: ENGR,ENGR1125,03,"Introduction to Sensors, Instrumentation and Measurement",Dusek; Hill; Michalka; Storey,"M 1:30-3:10pm; R 1-
3:10pm",Mondays in MH120; AC428,4,24,,,Core Requirement
FYR: ENGR,ENGR1125,04,"Introduction to Sensors, Instrumentation and Measurement",Dusek; Hill; Michalka; Storey,"M 1:30-3:10pm; F 1-
3:10pm",Mondays in MH120; AC428,4,24,,,Core Requirement
Area,Course #,Section #,Course Title,Instructor / Teaching Team,Time,Location,Credits,Enroll Limits,Waitlist,Notes,Degree Requirement Note
"FYR:
Interdiscipl inary",MTH1111 SCI1111,01,Modeling and Simulation of the Physical World,Downey; Lee; Wood; Woodard,MTR 3:20-5:00pm,AC204; MH120,4,30,,,Core Requirement
"FYR:
Interdiscipl inary",MTH1111 SCI1111,02,Modeling and Simulation of the Physical World,Downey; Lee; Wood; Woodard,MTR 3:20-5:00pm,"AC206, MH120",4,30,,,Core Requirement
"FYR:
Interdiscipl inary",MTH1111 SCI1111,03,Modeling and Simulation of the Physical World,Downey; Lee; Wood; Woodard,MTR 3:20-5:00pm,AC209; MH120,4,30,,,Core Requirement
Interdiscipl inary,CIE2017B,01,Curriculum Innov Experiment: Quantitative Engineering Analysis II,"Coso Strong, Geddes Govindasamy, Ruvolo",MR 1:30-5pm,AC113,8,36,,"Opt-In for Students Who Enrolled in
CIE2017A in SP17",
Interdiscipl inary,ENGR3699A MTH2188A,01,"Special Topics in Bioengineering: Neurotechnology, Brains and Machines",Michalka,T 3:20-6:40pm,AC326,2+2,21,"Y, small see below",,Core Option: BioE OR Prob/Stat Requirement
ME,ENGR2340,01,Dynamics,Anders,TF 1:30-3:10pm,AC328,4,24,"Y, small",,ME Core
ME,ENGR3310,01,Transport Phenomena,Storey,MR 10:50-12:30pm,AC326,4,28,"Y, small",,Core - ME
ME,ENGR3330,01,Mechanical Design,Barrett,TF 9-10:40am,AC128,4,25,"Y, small",,Core - ME
ME/ECE,ENGR3370,01,Controls,Mur-Miranda,TF 9-10:40am,AC304,4,24,"Y, small",,Elective - ME or ECE
MTH,MTH2110,01,Discrete Math,Adams,MR 9-10:40am,AC326,4,33,"Y, large",,"ECE; E:C Adv
Mathematics"
Area,Course #,Section #,Course Title,Instructor / Teaching Team,Time,Location,Credits,Enroll Limits,Waitlist,Notes,Degree Requirement Note
MTH,MTH2220,01,Linearity II,Hoffman,MR 1:30-3:10pm,AC328,4,42,"Y, small",,Core Requirement
SCI,SCI1121,01,Electricity and Magnetism,Mur-Miranda,TF 10:50-12:30pm,AC326,4,24,"Y, small",,Physics Foundation
SCI,SCI1230,01,Think Like a Biologist with Laboratory,Huang,MR 1:30-3:10pm,AC417,4,36,"Y, small","select either L1 or L2 of SCI1230 L for the
required lab",Biology Foundation
SCI,SCI1230 L,L1,Lab:  Think Like a Biologist,Huang,W 12:30-3:10pm,AC406,0,18,"Y, small","LAB only; must be taken with SCI1230, sec
01",Lab only
SCI,SCI1230 L,L2,Lab:  Think Like a Biologist,Huang,R 3:20-6pm,AC406,0,18,"Y, small","LAB only; must be taken with SCI1230, sec
01",Lab only
SCI,SCI1240,01,Designing Better Drugs with Laboratory,Pratt,TF 1:30-3:10pm; T 3:20-6pm,"AC417; AC406
lab",4,24,"Y, small",,Biology Foundation
SCI,SCI1410,01,Materials Science and Solid State Chemistry (with laboratory): Deliberately Relevant for Engineers,Neal,MR 3:20-6pm,AC413,4,24,"Y, small",,Materials Science Foundation
SCI,SCI1410,B1,Materials Science and Solid State Chemistry (with laboratory): Environmental and Societal Impacts,Stolk,TW 3:20-6pm,AC413,4,24,"Y, small",Offered using Experimental Grading,Materials Science Foundation
SCI,SCI2050,01,Art of Approximation in Science and Engineering,Mahajan,TF 10:50-12:30pm,AC109,4,48,"Y, small",,
SCI,SCI2215,01,"Emerging Technologies in Cancer Research, Diagnosis and Treatment with Laboratory",Pratt,T 10:50-12:30pm; F 9:50-12:30pm,AC406; AC417,4,15,"Y, small",May be taken in lieu of Biology foundation if AP Bio score of 4 or 5; or by placement test,Adv Biology
Area,Course #,Section #,Course Title,Instructor / Teaching Team,Time,Location,Credits,Enroll Limits,Waitlist,Notes,Degree Requirement Note
SCI,SCI2299,01,Special Topics in Biological Sciences: Quantitative Biology,Wasylenko,MR 10:50-12:30pm,AC318,2,18,"Y, small",Session I,Prob Stat Designated Alternative
SUST,SUST2201,01,Introduction to Sustainability,Edmonds,W 3:30-6:30pm,at Olin AC213; also meets at Babson and Wellesley,4,15,"Y,
medium",,CORE requirement for 3CollegesBOW Sustainability Certificate
ADMIN,AWAY1000,01,Study Away Program,Administration,n/a,n/a,12,n/a,,"Enroll in this course block to confirm your
Study Away Semester",
ADMIN,OIP1000,01,The Olin Internship Practicum,Phelps,n/a,n/a,1,n/a,,See Post Graduate Planning to Enroll,
