,Course Title,freshman fall,freshman spring,sophomore fall,sophomore spring,junior fall,junior spring,senior fall,senior spring
ENGR3330,Mechanical Design,0.5454896345790195,0.037010534009116,0.970105218660164,0.270105218668,0.9701052186608,0.170105218660,0.97010521868,0.1970105218660
ENGR3345,Mechanical and Aerospace Systems,0.13804522703490163,0.15554882205726572,0.16392958725309537,0.16794231864786818,0.1698636245036399,0.17078355056603006,0.17122401347188257,0.17143490821588836
ENGR3350,ENGR3350: Finite Element Analysis,0.5729082071644458,0.6579711649746731,0.7154293016895803,0.7542409955189245,0.7804574317632266,0.7981660515512119,0.8101278304853561,0.8182077461977264
ENGR3355,ENGR3355: Intermediate Thermodynamics,0.9999999999992433,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755
ENGR3365,ENGR3365: Intermediate Transport Phenomena,0.9999999999992433,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755
ENGR3370,ENGR3370: Controls,0.1570103292650541,0.8608620375698423,0.2769484553833932,0.7613616740185998,0.35949370323111335,0.6928823469181264,0.4163039783517925,0.645752687560464
ENGR3390,ENGR3390: Fundamentals of Robotics,0.06345030687002418,0.9387005925628563,0.12099771704356099,0.8849369051390468,0.17122646020834564,0.8380106848441827,0.21506729739469166,0.7970523678708028
ENGR3392,Robotics Systems Integration,1.1068637359756508,1.0065326721286125,1.1018793466643855,1.0112694398573525,1.0973778988209513,1.015547258371487,1.0933125998601814,1.0194105956275745
ENGR3399,ENGR3399: Special Topics in Engineering: Mechanical Analysis,0.2478579601078724,0.25924751601353213,0.24863799346385548,0.25852090458562826,0.24931484165644988,0.2578904115074504,0.24990215433007387,0.2573433219539913
ENGR3399/MTH3199,ENGR3399_MTH3199: Special Topics in Mechanical  Engineering: Mechanical Engineering Experiential  Practicum (MEEP!),0.14507539694146177,0.16063684793767874,0.16953536954756973,0.17462382093047396,0.1775335556719618,0.17919743248412248,0.1801488889885839,0.18069296140624466
ENGR3410,ENGR3410: Computer Architecture,0.9998156617006099,0.000548951057131708,0.9990832452217484,0.0012808307084447579,0.998351902004514,0.0020116378847820915,0.9976216304761805,0.0027413741577171358
ENGR3415,Digital Signal Processing,1.2540548325442029e-83,1.2540536964210048e-83,1.2540536964203172e-83,1.2540536964203172e-83,1.2540536964203172e-83,1.2540536964203172e-83,1.2540536964203172e-83,1.2540536964203172e-83
ENGR3420,ENGR3420: Introduction to Analog and Digital Communication,0.7708220257967873,0.22924367879128094,0.7707658682892973,0.22929983047566949,0.7707097224274063,0.22935597051566659,0.7706535882086994,0.22941209891368686
ENGR3426,Mixed Analog-Digital VLSI I,0.5923392072550049,0.454184862784201,0.4334285989425596,0.43031018460449383,0.42984167504718396,0.4297712863234626,0.42976071114447256,0.42975912233301583
ENGR3430,ENGR3430: Eclectronics,0.042621343106729784,0.3846917423426116,0.15599343773388585,0.30889446234092566,0.20666929121042393,0.2750140628659255,0.22932073938222508,0.2598699644423401
ENGR3440,ENGR3440: Principles of Wireless Communication,0.03297566114108382,0.366906461039345,0.033083433822206965,0.36679872314073003,0.033191136949539346,0.3666910547734581,0.03329877056796926,0.3665834558926554
ENGR3450,Semiconductor Devices,-5.167825393204493e-93,-5.167836168369343e-93,-5.167836168374161e-93,-5.167836168374161e-93,-5.167836168374161e-93,-5.167836168374161e-93,-5.167836168374161e-93,-5.167836168374161e-93
ENGR3499,ENGR3499: Special Topics in Electrical and Computer Engineering: Power Electronics,0.6995606500057383,0.3735500660196557,0.5284556286647817,0.45485147433024803,0.4898248570983865,0.47320707902179154,0.48110309954785113,0.47735126582732706
ENGR3499A,Special Topics in Electrical and Computer Engineering: Asynchronous VLSI Design,0.18410012654805008,0.21589134945730826,0.18413279088712822,0.2158587186796647,0.18416538813782038,0.21582615492147617,0.18419791843791758,0.21579365804509332
ENGR3499B,Special Topics in Electrical and Computer Engineering: Asynchronous VLSI Design,-5.589411503082542e-20,-4.471530877528376e-20,-4.4715306275717245e-20,-4.4715306275716685e-20,-4.4715306275716685e-20,-4.4715306275716685e-20,-4.4715306275716685e-20,-4.4715306275716685e-20
ENGR3515,ENGR3515: Data Structures and Algorithms,-0.27381682556741377,-0.04598201509874733,-0.1677202652981647,-0.10267225296356965,-0.1374291506662268,-0.11885760797712774,-0.12878088136026,-0.12347861023045338
ENGR3520,Foundations of Computer Science,1.026904331771547,0.9596570437818931,1.0002990402477832,0.9757363861079232,0.9905812271801558,0.9816095051013829,0.9870317118240471,0.9837547126609917
ENGR3525,ENGR3525: Software Systems,0.0045363939178566515,0.8653119995935138,0.03616744003282579,0.83484330412107,0.06551649793050895,0.8065727403136833,0.09274819922646826,0.7803417262976632
ENGR3531/MTH2131,Data Science,0.27764470732002544,0.7421723071610664,0.29362233761686746,0.7267442344577665,0.3085197550008053,0.7123592202710116,0.32240999032281786,0.6989467456779357
ENGR3533/MTH2133,ENGR3533/MTH2133: Computational Bayesian Statistics,0.05000666781522458,0.049986959998779945,0.050005550367143846,0.049988014086710324,0.050004556046795434,0.049988952028343824,0.05000367128716113,0.049989786621438465
ENGR3540,Complexity Science,0.26096295144720416,0.03906742173853783,0.2609190659033691,0.03911129860287865,0.26087519771680584,0.039155158113380606,0.26083134688064935,0.039199000276907314
ENGR3570,ENGR3570: Computer Networks,0.05000666781522458,0.049986959998779945,0.050005550367143846,0.049988014086710324,0.050004556046795434,0.049988952028343824,0.05000367128716113,0.049989786621438465
ENGR3590,ENGR3590: A Computational Introduction to Robotics,0.46669689668050807,0.13577232112515758,0.4645406137361142,0.13791455387056428,0.46241233963951467,0.14002896027200162,0.4603117105722426,0.14211590177731892
ENGR3599,Special Topics in Computing: Computer Networks,1.0000823896909228,1.0000432007094817,1.000074917008313,1.0000492484766348,1.0000700224490968,1.0000532097253594,1.0000668165441797,1.000055804317886
ENGR3599A,ENGR3599A: Special Topics in Computing: Data Structures Algorithms,-0.005986878280277441,0.6130454796445517,0.49297333122794623,0.5162634236452639,0.5117459030381938,0.5126221551401446,0.5124521907253788,0.5124851582951254
ENGR3599B,Special Topics in Computing: Game Programming,0.17650891360306892,0.21087466363526713,0.1835614094014348,0.20526947211337906,0.1880163106017057,0.20172880010838568,0.19083037037169148,0.19949223812865852
ENGR3599B/SCI3199,ENGR3599B: Special Topics in Computing: Scientific Computing,0.4975521171587308,0.3287372312195184,0.3836093516847885,0.3657735453955297,0.3715709518615201,0.36968654466473705,0.3702990582954647,0.3700999649421451
ENGR3600,ENGR3600: Topics in Bioengineering,0.10875760977059777,0.10222458017960966,0.1067949380290795,0.10359762037097114,0.10583439056349278,0.10426959737459415,0.10536429084476381,0.10459846836922279
ENGR3610,Biomedical Materials,0.04131256240349667,0.06799449169384603,0.04350562553457267,0.06598168261578652,0.04535299614935795,0.06428615260970057,0.046909165755245064,0.06285788897909862
ENGR3620,Cellular Bioengineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR3630,Transport in Biological Systems,-4.482981332995901e-41,-4.0751656208200465e-41,-4.075155350675365e-41,-4.075155350416729e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41
ENGR3640,Tissue Engineering,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
ENGR3699,Special Topics in Bioengineering: Biomedical Device Design,0.09999455276611566,0.09999455725225707,0.09999455725193218,0.09999455725193221,0.09999455725193221,0.09999455725193221,0.09999455725193221,0.09999455725193221
ENGR3699A/MTH2188A,"Special Topics in Bioengineering: Neurotechnology, Brains and Machines",0.04950561043567073,0.05044578875699468,0.049566082477272594,0.050389206262442095,0.04961902559949877,0.050339668428996974,0.049665377171511337,0.0502962981788544
ENGR3710,Systems,2.397269430824613e-72,2.397326133167636e-72,2.3973261346022997e-72,2.397326134602336e-72,2.397326134602336e-72,2.397326134602336e-72,2.397326134602336e-72,2.397326134602336e-72
ENGR3810,Structural Biomaterials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGR3820,ENGR3820: Failure Analysis and Prevention,0.0687087931709471,0.06125865039300834,0.06634529340922718,0.06287234826634142,0.06524352861594253,0.06362458676140388,0.06472993192370582,0.0639752489038067
ENGR4190,ENGR4190: SCOPE: Senior Capstone Program in Engineering,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENGR4290,ENGR4290: Affordable Design and Entrepreneurship Engineering Capstone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENGR4599,ENGR4599: Engineering Capstone Alternative: Entrepreneurial Engineering Ca,0.9126277712381836,0.9126261341470349,0.9126261341298477,0.9126261341298475,0.9126261341298475,0.9126261341298475,0.9126261341298475,0.9126261341298475
ENGX2000,ENGX2000: Quantitative Engineering Analysis 1,0.8788545015438982,0.04816936876097555,0.8382362394045956,0.08680150745337134,0.8014931080803137,0.12174799877405929,0.7682554059136547,0.1533604669666967
ENGX2001,ENGX2001: Quantitative Engineering Analysis Ib,0.050620886565060266,0.04943982764643093,0.050533590390180204,0.04952067145722611,0.05045872202678551,0.04959000603933285,0.05039451220493362,0.04964946988979501
ENGX2005,ENGX2005: Quantitative Engineering Analysis 2,0.09178807172291148,0.9114581938098004,0.1761898443854324,0.8357473067079718,0.24410475001976895,0.7748256270938197,0.29875329899946373,0.7258042618835876
ENGX2010,ENGX2010: Quantitative Engineering Analysis 3,0.9344201224052323,0.0634544414553162,0.8731955754090999,0.12037520790432832,0.8202760551822266,0.16957474957864915,0.7745349961063732,0.21210044014768814
ENGX2134,ENGX2134: Engineering Systems Analysis (2cr),0.9999999999992433,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755
ENGX2199,ENGX2199: Environmental Consulting at Olin (ECO),0.05150781477793367,0.048734373029056414,0.05121324198699364,0.04899765865515972,0.050977920453421595,0.04920798621835518,0.050789932201057944,0.049376007862736125
ISR0077,ISR0077: Independent Study and Research: Grand Challenge Scholars Program: GCSP Seminar,0.05020350630851005,0.049806468550517326,0.05018322612237119,0.0498257128504173,0.05016496479695218,0.049843041410447674,0.05014852135783502,0.04985864493950755
MTH1111/SCI1111,Modeling and Simulation of the Physical World,0.9998156617006099,0.000548951057131708,0.9990832452217484,0.0012808307084447579,0.998351902004514,0.0020116378847820915,0.9976216304761805,0.0027413741577171358
MTH1111/SCI1112,MTH1111_SCI1111: Modeling and Simulation of the Physical World,0.4975521171587308,0.3287372312195184,0.3836093516847885,0.3657735453955297,0.3715709518615201,0.36968654466473705,0.3702990582954647,0.3700999649421451
MTH1199/ENGR1199,MTH1199_or_ENGR1199: Service Learning: Mathematics/Engineering Outreach for Adolescent Learners,0.051789147778688864,0.048625445760224484,0.05140291493330902,0.048964526310609546,0.051105230204977946,0.049225868924867175,0.0508757929664272,0.04942729587769431
MTH2110,MTH2110: Discrete Math (Experimental Grading),0.9948004286591527,0.10525599100229266,0.9947793166238564,0.10527710253652578,0.9947582055906747,0.10529821306866805,0.9947370955595601,0.10531932259876697
MTH2130,Probability and Statistics,0.10824544702614303,0.2057083831218831,0.12286360582436762,0.1932827559178247,0.13342555234207734,0.18430496249050177,0.14105679481130742,0.17781830604249907
MTH2131/ENGR3531,Data Science,0.17110079590131194,0.1386196524404541,0.1592527211929667,0.14614593119775177,0.15447178645657003,0.1491829349669147,0.15254258382100727,0.1504084266330275
MTH2132/SCI2032,Bayesian Inference and Reasoning,-0.0038615989119994646,0.0005853566344218393,-0.0030210418412789063,-9.631956111054397e-05,-0.0024682150889476693,-0.0005446518046245165,-0.002104625954147916,-0.0008395158498876653
MTH2133,Computational Bayesian Statistics,-6.247724695735538e-53,-5.622950032444422e-53,-5.622949892745621e-53,-5.622949892745589e-53,-5.622949892745589e-53,-5.622949892745589e-53,-5.622949892745589e-53,-5.622949892745589e-53
MTH2135/ENGR3635,"MTH2135_and_ENGR3635: Neurotechnology, Brains and Machines",0.5609783815439279,0.31072197855425226,0.4175001580296848,0.3719405660437085,0.39137971018463485,0.383085511126662,0.3866244394619091,0.3851144668081932
MTH2136/SCI2136,MTH2136 / SCI2136: Astronomy and Statistics: AstroStats,0.33909163857955693,0.5799536931770102,0.4627546958603094,0.5197815488239114,0.492033342496306,0.5055351037611402,0.4989653977736501,0.5021620945538307
MTH2188,Special Topics in Mathematics: Linearity 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH2188/SCI2099,MTH2188_SCI2099: Designated Alternative in Mathematics/Special Topics in Science: Decision Making in Sustainable Systems,0.14507539694146177,0.16063684793767874,0.16953536954756973,0.17462382093047396,0.1775335556719618,0.17919743248412248,0.1801488889885839,0.18069296140624466
MTH2188A,Designated Alternative in Mathematics:  Computational Bayesian Statistics,-2.7043654947056705e-110,-2.704363208466253e-110,-2.704363208465231e-110,-2.704363208465231e-110,-2.704363208465231e-110,-2.704363208465231e-110,-2.704363208465231e-110,-2.704363208465231e-110
MTH2188A/ENGR2199A,"Designated Alternative in Engineering and Mathematics:
Data Science",-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
MTH2188A/ENGR3599A,MTH2188A / ENGR3599A: Machine Learning,0.14651365896415441,0.05893493924829615,0.13902923886942548,0.06577974569788247,0.13276938510128988,0.07150463645806016,0.1275337397603718,0.07629284697319438
MTH2188A/SCI2099A,MTH2188A_and_SCI2099A: Decision-Making in Sustainable Systems,0.050461319572637775,0.04957910851630813,0.05040801549177536,0.04962919191090029,0.05036095818634411,0.04967340596652653,0.050319415588505036,0.04971243851874947
MTH2188A/SCI2199A,MTH2188A / SCI2199A: Astronomy and Statistics,0.05019192004669541,0.04981890530028087,0.05017258585106257,0.04983723736094623,0.05015520398244905,0.04985371828810512,0.05013957729891716,0.04986853500538393
MTH2199,Special Topics in Mathematics:  A Mathematical Introduction to Cryptography,-3.971832266306888e-09,-1.3392466714299857e-09,-3.623827989132281e-09,-1.6412478947371333e-09,-3.361748627293712e-09,-1.868682708244016e-09,-3.164378662592821e-09,-2.0399621283353133e-09
MTH2199A,Special Topics in Mathematics:  Structure in Randomness: A Mathematical Perspective,-3.971832266306888e-09,-1.3392466714299857e-09,-3.623827989132281e-09,-1.6412478947371333e-09,-3.361748627293712e-09,-1.868682708244016e-09,-3.164378662592821e-09,-2.0399621283353133e-09
MTH2199B,Special Topics in Mathematics: The Logic of Logicomix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH2199C/ENGR2199C,Special Topics in Mathematics & Engineering: Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH2210,Linearity I,-6.208673244156945e-05,9.103130256111978e-06,-5.07186066311683e-05,-4.496488245178031e-07,-4.2691286236822854e-05,-7.19510710106638e-06,-3.702299281817354e-05,-1.19582453435199e-05
MTH2220,Linearity II,2.3528190369127438e-07,4.3937166501563226e-08,2.2452772983797394e-07,5.408692208360311e-08,2.1494842232626451e-07,6.312784249416632e-08,2.0641562997460187e-07,7.118106517617606e-08
MTH3120,MTH3120: Partial Differential Equations,1.0000001985057518,1.0000001985092455,1.0000001985092455,1.0000001985092455,1.0000001985092455,1.0000001985092455,1.0000001985092455,1.0000001985092455
MTH3150,Numerical Methods and Scientific Computing,1.6353522303943328e-48,1.6353485739101992e-48,1.635348573909109e-48,1.635348573909109e-48,1.635348573909109e-48,1.635348573909109e-48,1.635348573909109e-48,1.635348573909109e-48
MTH3160,Introduction to Complex Variables,-6.2411724820773145e-52,-5.617038500514859e-52,-5.617038314438008e-52,-5.617038314437952e-52,-5.617038314437952e-52,-5.617038314437952e-52,-5.617038314437952e-52,-5.617038314437952e-52
MTH3170,Nonlinear Dynamics and Chaos,-1.3970248883424371e-59,-1.2573212006710738e-59,-1.2573211694335113e-59,-1.2573211694335042e-59,-1.2573211694335042e-59,-1.2573211694335042e-59,-1.2573211694335042e-59,-1.2573211694335042e-59
MTH3199,Special Topics in Mathematics: Nonlinear Systems Laboratory,0.06945905401925989,0.12432153799285865,0.0754209676619027,0.1190075063217911,0.08015752278392413,0.11478567329318964,0.08392056863944951,0.11143155814584627
OIE1000,OIE1000: Olin First Year Introduction (OFYI),0.9998156617006099,0.000548951057131708,0.9990832452217484,0.0012808307084447579,0.998351902004514,0.0020116378847820915,0.9976216304761805,0.0027413741577171358
OIP1000,The Olin Internship Practicum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OIP1001,The Olin Internship Practicum II,1.095694036008804,1.0474364649189354,1.04788806384539,1.0478838377398119,1.0478838772881087,1.047883876918012,1.0478838769214756,1.0478838769214431
SCI1121,Electricity and Magnetism,0.019080426971170263,0.0066708895430045816,0.018065527488292425,0.007602786660459198,0.017209844485028186,0.008388488631590103,0.01648840022928859,0.009050930413924572
SCI1121A/MTH2220A,Electricity and Magnetism: Project Based Approach w/ Vector Calculus,-4.482981332995901e-41,-4.0751656208200465e-41,-4.075155350675365e-41,-4.075155350416729e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41
SCI1130,Mechanics: Theoretical / Experimental Approach,-8.557777004636322e-07,1.3858005759275483e-07,-8.030106311447809e-07,8.861315107440596e-08,-7.556952926345662e-07,4.3808671183018213e-08,-7.132684289251501e-07,3.633251926262901e-09
SCI1199,Special Topics in Physics Foundation: Physics of Conservation Laws: Energy Focused,0.23460178249708163,0.08019043311673746,0.20650007485162716,0.10317784070743753,0.1876962030582186,0.1185595488460271,0.17511385045232136,0.1288520076336144
SCI1210,Principles of Modern Biology (with Lab): Human Genetics and Genomics,3.9491564733952715e-06,1.8474133171190668e-06,3.3136659073347112e-06,2.290754686287512e-06,3.0043748177209263e-06,2.5065274175665925e-06,2.853843899996231e-06,2.6115432694618503e-06
SCI1210A/AHSE2199A,Special Topics in AHS and Science: 6 Microbes that Changed the World,1.3227450982642304e-05,-3.132698502677247e-05,-3.5609727947707962e-06,-2.086455700139743e-05,-1.0081084607377178e-05,-1.680126902027267e-05,-1.2613297196988129e-05,-1.5223211883104347e-05
SCI1210L,Principles of Modern Biology LAB,0.049828132308448826,0.050162413875240994,0.04984444531608687,0.05014689694565401,0.04985920501639167,0.05013285752169026,0.04987255931364457,0.050120154916827045
SCI1230,SCI1230: Think Like a Biologist w/ laboratory,0.2632194684882464,0.1659638279031058,0.2274886265506773,0.18856748196872938,0.21318935036762235,0.1976133335273164,0.20746686278346346,0.20123343097626986
SCI1230L,Lab:  Think Like a Biologist,0.04950561043567073,0.05044578875699468,0.049566082477272594,0.050389206262442095,0.04961902559949877,0.050339668428996974,0.049665377171511337,0.0502962981788544
SCI1240,SCI1240: Designing Better Drugs with Laboratory,0.000938304355495356,0.00020084021956361337,0.000842436099161555,0.0002842458731419984,0.0007698729451534553,0.0003473760219232765,0.000714949537542184,0.00039515954155484184
SCI1250/AHSE2150,SCI1250_and_AHSE2150: Six Microbes that Changed the World with Laboratory,0.15773191896341843,0.2172929845177486,0.1930672330825643,0.20292076788986202,0.19891296039384287,0.20054308818445574,0.19988005319179009,0.2001497347492917
SCI1260/AHSE2160,"SCI1260_AHSE2160: The Intersection of Biology, Art and Technology",0.9999999999992433,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755,1.0000000000003755
SCI1270,"SCI1270: Biomes, Climate Change, and Biodiversity (BCB)",0.8818610664732737,0.1066187723240758,0.7793972915860362,0.19553990996954018,0.7022288608029098,0.2625089891695061,0.6441110848759182,0.3129453385870404
SCI1299,"SCI1299: Foundation Biology Topics w/ lab: Biomes, Climate Change, and Biodiversity (BCB)",0.12986826718313793,0.07906235908998951,0.11948660073653956,0.08732263843312696,0.11291422479115175,0.09255201673537523,0.10875341633234539,0.09586260664305725
SCI1299/AHSE2199A,"SCI1299: Special Topics in Biological Foundations: Agency, Ethics and Biological Sciences",0.4975521171587308,0.3287372312195184,0.3836093516847885,0.3657735453955297,0.3715709518615201,0.36968654466473705,0.3702990582954647,0.3700999649421451
SCI1310,Introduction to Chemistry (with Lab),-0.012855037772478565,-0.0076352919587371944,-0.007940098680300633,-0.00792229951137067,-0.007923338892697212,-0.007923278198091402,-0.00792328174234901,-0.007923281535382314
SCI1320,SCI1320: Paper Panacea: Part I with Laboratory,0.3452618925752594,0.7686700349744389,0.5047806962694266,0.6692498599647152,0.5667443705827985,0.6306309686376972,0.5908136141170893,0.6156298004423871
SCI1399,"SCI1399: Special Topics in Chemistry: Paper Panacea, Part I",0.11590388957210411,0.1470382366972687,0.14681384692390764,0.1468154641336788,0.14681545247821248,0.14681545256221512,0.1468154525616097,0.14681545256161405
SCI1410,Materials Science and Solid State Chemistry (with laboratory): Environmental and Societal Impacts,0.6608807389168082,0.3721476909540349,0.56239564017786,0.43704011735410037,0.5196376284785474,0.4652136295172503,0.5010739311488159,0.47744536181084124
SCI1420,"SCI1420: Metals, Mining, and the Environment",0.43532132349809616,0.3602674918178522,0.3667076533440573,0.36615504091168594,0.3662024590547199,0.366198390235133,0.3661987393692781,0.3661987094110436
SCI1440,"SCI1440 Materials Creation, Consumption, and Impact",0.9017772577954374,1.071111368388709,0.9439147526650726,1.0394594659827996,0.9676903218822912,1.0216002648405258,0.981105397774952,1.0115234277092244
SCI2050,Art of Approximation in Science and Engineering,0.09884611926311286,0.05102012423142044,0.07429736951952116,0.06296817191802102,0.06848217139284071,0.06579846939753912,0.06710464587297689,0.0664689206739891
SCI2130,Quantum Physics,6.197700828137903e-08,-5.477224565303286e-09,5.7933560918055376e-08,-1.6761558621465969e-09,5.436034183347673e-08,1.6828717228569753e-09,5.120266634542436e-08,4.651264876983507e-09
SCI2140,Relativity,0.023295213040215673,0.09740747893090511,0.02640174467880843,0.09443116242884335,0.02925330421562293,0.09169913047378583,0.03187081877461875,0.08919133313493263
SCI2145,High Energy Astrophyics,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
SCI2210,Immunology,0.1395555175537565,0.1113182478569411,0.09498488350602387,0.08553712903527555,0.08007223750271555,0.07691116472556912,0.07508269639406039,0.07402505024826414
SCI2214,Microbial Diversity,0.2582360110220886,0.06835179597676286,0.23201827634567296,0.0909495898834897,0.2125406099586426,0.10773793167695654,0.19807027174800665,0.120210318200066
SCI2215,"Emerging Technologies in Cancer Research, Diagnosis and Treatment with Laboratory",0.04950561043567073,0.05044578875699468,0.049566082477272594,0.050389206262442095,0.04961902559949877,0.050339668428996974,0.049665377171511337,0.0502962981788544
SCI2220,,2.794212085952339e-47,2.7942070877855903e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47
SCI2299,Special Topics in Biological Sciences: Quantitative Biology,0.14876724647805126,0.21661150925368788,0.20564365800063877,0.20741674471700308,0.20713010365749077,0.20717644267534027,0.20716895140881023,0.2071701624632699
SCI2320,Organic Chemistry w/ Lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCI3130,Advanced Classical Mechanics,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
SCI3199/ENGR3599B,SCI3199: Special Topics in Physics: Scientific Computing,0.4975521171587308,0.3287372312195184,0.3836093516847885,0.3657735453955297,0.3715709518615201,0.36968654466473705,0.3702990582954647,0.3700999649421451
SCI3320,Organic Chemistry II (with lab),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM101,Seminar:  Product Management,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
SEM102,Seminar:  Olin Workshop on the Library,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
SEM103,Seminar:  Big Ideas in Pedagogy and Educational Technology Trends,-9.306640797682982e-91,-9.306660904774285e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91,-9.306660904787773e-91
SEM104,"Work, Play, Balance",-4.482981332995901e-41,-4.0751656208200465e-41,-4.075155350675365e-41,-4.075155350416729e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41
SEM105,Industrial Media Super-Taster,2.794212085952339e-47,2.7942070877855903e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47
SEM106,What's It Worth? - Valuing Your Startup or Project Idea,0.0496066276661963,0.05036641737949399,0.049648953715617054,0.0503264492120348,0.04968669535302256,0.05029081007007256,0.04972034912448346,0.05025903106891865
SEM201,An Introduction to Product Design and Engineering in a Large(r) Corporate Environment,2.794212085952339e-47,2.7942070877855903e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47
SEM301,Seminar: Fundamentals of Mechanical Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM302,Seminar: Introduction to Pneumatic and Hydraulic Systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM303,Musical Instrument Design and Engineering,-4.482981332995901e-41,-4.0751656208200465e-41,-4.075155350675365e-41,-4.075155350416729e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41
SEM401,Seminar: Introductory Power Supplies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM502,Data Dashboard Design,-4.482981332995901e-41,-4.0751656208200465e-41,-4.075155350675365e-41,-4.075155350416729e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41,-4.0751553504167226e-41
SEM503,Introduction to Embedded Software,2.794212085952339e-47,2.7942070877855903e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47,2.7942070877844725e-47
SEM504,"Working the Data Science Process with Python… or Dirty Data, Done Dirt Cheap (D4C)",0.0496066276661963,0.05036641737949399,0.049648953715617054,0.0503264492120348,0.04968669535302256,0.05029081007007256,0.04972034912448346,0.05025903106891865
SUST2201,Introduction to Sustainability,-0.1478353733448204,-0.0042426377206107035,-0.03526396381962446,-0.0285622134228648,-0.03001003864597466,-0.029697255006988846,-0.029764827807390173,-0.029750229590651975
SUST3301,SUST3301: Sustainability Synthesis,0.171976696853313,0.2020284736899853,0.17391182777315714,0.20021795209681387,0.1756057640364483,0.198633093857666,0.17708856813753923,0.19724577229924425
